=== Файл: ServerLog_2025-02-17 13.48.txt ===
17.02.2025 13:48:09.9423 [ERROR] ConvertToBunkers          Бункера не найдены или не настроены
17.02.2025 14:02:29.9348 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:30.6161 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:30.7588 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:31.7593 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:31.8640 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:32.5789 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:32.6417 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:33.4093 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:33.4512 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:34.5430 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:34.6756 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:35.3325 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:36.0106 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:36.0615 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:36.1702 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:36.5901 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:36.6280 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:36.7407 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:38.9919 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
17.02.2025 14:02:39.3250 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
